UserId,BirthDate,Age,Balance,Status,createdAt,Location
148,1999-10-24,24,9185.32,inactive,2023-12-22,"Pitangueiras, São Paulo, Brasil"
149,1999-07-15,24,6816.26,active,2023-06-21,"Pontal, São Paulo, Brasil"
150,1982-01-11,42,8254.24,active,2023-05-09,"Mauá, São Paulo, Brasil"
151,1989-05-05,35,5533.08,active,2023-01-26,"Nova Castilho, São Paulo, Brasil"
152,1996-07-19,27,6610.86,inactive,2023-10-13,"Itararé, São Paulo, Brasil"
153,1989-01-16,35,4522.01,inactive,2023-07-21,"Monte Aprazível, São Paulo, Brasil"
154,2000-03-15,24,7320.03,inactive,2023-01-28,"João Ramalho, São Paulo, Brasil"
155,2000-02-05,24,4406.32,active,2023-10-30,"Cosmópolis, São Paulo, Brasil"
156,1982-06-06,41,2103.53,active,2023-02-01,"Rincão, São Paulo, Brasil"
157,1972-03-13,52,5927.49,inactive,2023-02-17,"Agudos, São Paulo, Brasil"
158,1995-12-23,28,4527.93,inactive,2023-08-09,"Lorena, São Paulo, Brasil"
159,2000-09-14,23,3140.73,inactive,2023-09-03,"Iacri, São Paulo, Brasil"
160,1989-05-06,35,6241.87,active,2023-06-04,"Riversul, São Paulo, Brasil"
161,1993-10-04,30,7327.91,inactive,2023-08-09,"Cachoeira Paulista, São Paulo, Brasil"
162,2000-02-06,24,1195.32,active,2023-08-15,"Rio Claro, São Paulo, Brasil"
163,1992-09-06,31,5174.07,active,2023-09-06,"Areias, São Paulo, Brasil"
164,1996-03-22,28,1871.63,active,2023-08-17,"Mogi das Cruzes, São Paulo, Brasil"
165,1996-04-24,28,1554.18,active,2023-06-01,"Mira Estrela, São Paulo, Brasil"
166,1995-08-10,28,1037.01,inactive,2023-01-01,"Tabapuã, São Paulo, Brasil"
167,1999-08-09,24,7585.12,inactive,2023-07-31,"Ribeirão Grande, São Paulo, Brasil"
168,1996-05-30,28,6263.58,active,2023-08-10,"Itanhaém, São Paulo, Brasil"
169,2001-06-16,22,1926.64,inactive,2023-11-17,"Nova Aliança, São Paulo, Brasil"
170,1985-06-24,38,1263.31,active,2023-10-23,"Hortolândia, São Paulo, Brasil"
171,1999-02-10,25,6279.89,active,2023-11-21,"Piquete, São Paulo, Brasil"
172,1980-10-04,43,5110.02,inactive,2023-01-01,"Monte Mor, São Paulo, Brasil"
173,1993-12-30,30,4421.81,inactive,2023-06-16,"Sertãozinho, São Paulo, Brasil"
174,1991-10-29,32,8416.77,inactive,2023-10-18,"Santana da Ponte Pensa, São Paulo, Brasil"
175,1992-12-26,31,4333.12,active,2023-02-01,"Guarani d'Oeste, São Paulo, Brasil"
176,2001-10-13,22,1875.95,active,2023-11-16,"General Salgado, São Paulo, Brasil"
177,1977-05-07,47,6880.23,active,2023-05-31,"Conchal, São Paulo, Brasil"
178,1981-05-13,43,3793.1,inactive,2023-07-18,"Arandu, São Paulo, Brasil"
179,1992-09-26,31,1653.91,inactive,2023-10-01,"Presidente Venceslau, São Paulo, Brasil"
180,1990-01-31,34,4416.7,active,2023-11-11,"Taboão da Serra, São Paulo, Brasil"
181,2001-02-03,23,8591.23,active,2023-12-22,"Barbosa, São Paulo, Brasil"
182,2001-02-11,23,5382.42,active,2023-12-19,"Vargem Grande do Sul, São Paulo, Brasil"
183,2000-09-28,23,9787.9,active,2023-07-05,"Sete Barras, São Paulo, Brasil"
184,1998-08-07,25,1908.24,active,2023-06-13,"Sertãozinho, São Paulo, Brasil"
185,1989-03-31,35,8695.45,inactive,2023-10-28,"Cafelândia, São Paulo, Brasil"
186,1998-02-21,26,1436.46,inactive,2023-05-18,"Ilhabela, São Paulo, Brasil"
187,2001-08-22,22,5988.05,inactive,2023-09-03,"Paranapanema, São Paulo, Brasil"
188,2000-08-06,23,5303.5,active,2023-01-26,"Tatuí, São Paulo, Brasil"
189,1992-09-17,31,2164.94,active,2023-02-19,"Tuiuti, São Paulo, Brasil"
190,1987-10-07,36,6492.46,active,2023-12-07,"Sales Oliveira, São Paulo, Brasil"
191,1972-05-11,52,8648.83,inactive,2023-05-27,"Urânia, São Paulo, Brasil"
192,1991-11-16,32,3666.41,active,2023-01-09,"Jaborandi, São Paulo, Brasil"
193,1971-05-27,53,6047.61,active,2023-12-13,"Cunha, São Paulo, Brasil"
194,2001-06-02,23,5737.81,active,2023-06-23,"Guará, São Paulo, Brasil"
195,1974-02-08,50,1806.8,active,2023-02-18,"Caraguatatuba, São Paulo, Brasil"
196,1992-08-10,31,8614.23,active,2023-07-18,"Piracicaba, São Paulo, Brasil"
197,1991-12-04,32,1485.56,active,2023-12-06,"Araraquara, São Paulo, Brasil"
198,1982-11-10,41,4410.23,inactive,2023-10-15,"Tanabi, São Paulo, Brasil"
199,1989-08-04,34,5611.73,active,2023-10-25,"Campinas, São Paulo, Brasil"
200,1992-10-18,31,3815.85,active,2023-09-09,"Santos, São Paulo, Brasil"
201,1993-12-18,30,4900.07,active,2023-08-30,"Guará, São Paulo, Brasil"
202,1997-03-16,27,9128.53,active,2023-01-12,"Dobrada, São Paulo, Brasil"
203,1988-04-26,36,1267.47,active,2023-08-14,"Serra Azul, São Paulo, Brasil"
204,1999-02-02,25,4518.43,inactive,2023-10-16,"Taiúva, São Paulo, Brasil"
205,1985-04-07,39,1084.36,active,2023-09-08,"Embu das Artes, São Paulo, Brasil"
206,1988-09-26,35,4298.82,inactive,2023-08-26,"Monte Castelo, São Paulo, Brasil"
207,1997-04-04,27,7492.86,inactive,2023-06-26,"Cruzeiro, São Paulo, Brasil"
208,1997-01-20,27,8145.77,inactive,2023-01-16,"Orlândia, São Paulo, Brasil"
209,1990-09-10,33,6089.41,inactive,2023-11-05,"Nuporanga, São Paulo, Brasil"
210,1986-10-12,37,8782.01,inactive,2023-06-23,"Pitangueiras, São Paulo, Brasil"
211,1985-04-24,39,4446.87,active,2023-02-16,"Avaí, São Paulo, Brasil"
212,1981-10-31,42,8339.91,inactive,2023-03-20,"São João do Pau d'Alho, São Paulo, Brasil"
213,1987-09-29,36,6168.55,active,2023-04-06,"Pitangueiras, São Paulo, Brasil"
214,1990-06-20,33,1046.59,active,2023-03-25,"Batatais, São Paulo, Brasil"
215,1993-11-14,30,6683.13,active,2023-12-14,"Caçapava, São Paulo, Brasil"
216,1997-12-28,26,8392.64,inactive,2023-04-29,"São Francisco, São Paulo, Brasil"
217,1993-12-18,30,6585.31,active,2023-05-01,"Socorro, São Paulo, Brasil"
218,1996-06-06,27,6540.54,inactive,2023-05-20,"Tupi Paulista, São Paulo, Brasil"
219,1996-10-24,27,9014.73,inactive,2023-12-04,"Pompéia, São Paulo, Brasil"
220,2000-04-07,24,6480.56,active,2023-08-13,"Matão, São Paulo, Brasil"
221,1985-05-14,39,5271.22,inactive,2023-05-14,"Brotas, São Paulo, Brasil"
222,1996-09-27,27,8330.36,active,2023-07-03,"Taguaí, São Paulo, Brasil"
223,1995-07-23,28,5744.28,inactive,2023-01-02,"Teodoro Sampaio, São Paulo, Brasil"
224,1980-05-17,44,3070.21,inactive,2023-10-07,"Itararé, São Paulo, Brasil"
225,1997-04-04,27,4371.57,active,2023-03-04,"Pinhalzinho, São Paulo, Brasil"
226,1995-04-11,29,8681.92,inactive,2023-06-06,"Guatapará, São Paulo, Brasil"
227,2001-02-04,23,6843.66,inactive,2023-02-20,"Pontal, São Paulo, Brasil"
228,1998-02-22,26,8734.78,active,2023-02-19,"Mococa, São Paulo, Brasil"
229,2000-04-19,24,5762.92,active,2023-04-09,"Mococa, São Paulo, Brasil"
230,1997-12-23,26,8578.35,inactive,2023-01-31,"São José da Bela Vista, São Paulo, Brasil"
231,1991-07-10,32,1839.38,active,2023-02-20,"Botucatu, São Paulo, Brasil"
232,1996-05-05,28,1220.02,active,2023-07-25,"Ibirarema, São Paulo, Brasil"
233,1990-09-22,33,2359.67,active,2023-04-26,"São Manuel, São Paulo, Brasil"
234,1994-03-25,30,9678.59,inactive,2023-01-29,"Pereiras, São Paulo, Brasil"
235,1991-11-30,32,3152.81,inactive,2023-03-12,"Pedreira, São Paulo, Brasil"
236,1999-11-25,24,6237.17,inactive,2023-11-03,"Pindorama, São Paulo, Brasil"
237,1971-04-27,53,2716.57,inactive,2023-07-04,"Irapuã, São Paulo, Brasil"
238,2000-08-02,23,1488.4,active,2023-12-27,"Jarinu, São Paulo, Brasil"
239,1978-12-16,45,6191.65,active,2023-04-14,"Ipuã, São Paulo, Brasil"
240,1992-03-18,32,6518.63,active,2023-05-02,"Santa Fé do Sul, São Paulo, Brasil"
241,1992-01-14,32,9637.18,active,2023-07-10,"Maracaí, São Paulo, Brasil"
242,2001-10-08,22,3338.85,active,2023-12-30,"São João de Iracema, São Paulo, Brasil"
243,1986-08-20,37,2667.26,inactive,2023-11-21,"Monções, São Paulo, Brasil"
244,1990-11-06,33,1327.94,active,2023-10-13,"Aramina, São Paulo, Brasil"
245,1989-08-11,34,6454.75,inactive,2023-12-19,"São João de Iracema, São Paulo, Brasil"
246,1980-11-24,43,6814.37,inactive,2023-12-28,"Narandiba, São Paulo, Brasil"
247,1964-11-29,59,1404.42,active,2023-07-26,"Brodowski, São Paulo, Brasil"
248,2001-03-07,23,8315.11,active,2023-10-05,"Marabá Paulista, São Paulo, Brasil"
249,1991-05-18,33,3316.28,inactive,2023-04-20,"Areiópolis, São Paulo, Brasil"
250,1993-05-20,31,1139.65,inactive,2023-03-15,"Salto de Pirapora, São Paulo, Brasil"
251,1997-08-13,26,3143.34,inactive,2023-12-26,"Carapicuíba, São Paulo, Brasil"
252,1994-02-24,30,6254.15,inactive,2023-01-23,"Presidente Venceslau, São Paulo, Brasil"
253,1990-07-31,33,8550.18,inactive,2023-10-07,"Penápolis, São Paulo, Brasil"
254,1974-11-17,49,7030.23,inactive,2023-11-18,"Águas da Prata, São Paulo, Brasil"
255,1977-12-17,46,2474.73,active,2023-06-01,"Salmourão, São Paulo, Brasil"
256,1985-04-22,39,7085.42,active,2023-01-23,"Taubaté, São Paulo, Brasil"
257,1967-06-30,56,1900.12,active,2023-05-26,"Itapira, São Paulo, Brasil"
258,1994-04-14,30,8257.62,inactive,2023-01-15,"Avaré, São Paulo, Brasil"
259,1994-02-18,30,8048.01,active,2023-07-30,"Ipeúna, São Paulo, Brasil"
260,2001-06-13,22,3657.31,inactive,2023-03-30,"Pratânia, São Paulo, Brasil"
261,1999-02-24,25,8817.37,inactive,2023-04-08,"Ibirarema, São Paulo, Brasil"
262,1971-02-21,53,7675.54,inactive,2023-05-25,"Sete Barras, São Paulo, Brasil"
263,1996-03-26,28,3249.03,inactive,2023-08-10,"Taubaté, São Paulo, Brasil"
264,1996-03-04,28,4267.15,active,2023-08-23,"Presidente Bernardes, São Paulo, Brasil"
265,1972-07-13,51,9390.26,active,2023-03-05,"Lins, São Paulo, Brasil"
266,1991-06-01,33,7307.35,active,2023-07-03,"Mauá, São Paulo, Brasil"
267,1976-05-27,48,3128.35,inactive,2023-04-22,"Monte Alto, São Paulo, Brasil"
268,2000-02-04,24,8878.61,active,2023-10-10,"Caieiras, São Paulo, Brasil"
269,1979-12-28,44,8055.86,active,2023-05-12,"Nova Odessa, São Paulo, Brasil"
270,1999-01-01,25,7260.93,inactive,2023-07-04,"Poá, São Paulo, Brasil"
271,1990-10-08,33,9772.24,active,2023-03-17,"Tarabai, São Paulo, Brasil"
272,1994-05-17,30,9774.16,inactive,2023-10-14,"Águas de Santa Bárbara, São Paulo, Brasil"
273,1974-04-13,50,5031.49,active,2023-02-28,"Caiuá, São Paulo, Brasil"
274,1997-05-20,27,3779.66,active,2023-03-18,"Agudos, São Paulo, Brasil"
275,2001-10-30,22,7592.0,active,2023-08-21,"Casa Branca, São Paulo, Brasil"
276,1985-01-17,39,9821.05,inactive,2023-04-12,"Santana da Ponte Pensa, São Paulo, Brasil"
277,2000-05-31,24,7286.91,inactive,2023-06-04,"Ribeirão Corrente, São Paulo, Brasil"
278,1995-07-30,28,2900.51,active,2023-02-22,"São José do Rio Pardo, São Paulo, Brasil"
279,1995-07-29,28,9324.8,active,2023-08-10,"Tabatinga, São Paulo, Brasil"
280,1999-01-16,25,1108.83,inactive,2023-11-29,"Morro Agudo, São Paulo, Brasil"
281,1980-02-04,44,4856.73,inactive,2023-12-02,"Santa Albertina, São Paulo, Brasil"
282,1982-11-15,41,7528.98,active,2023-04-27,"Sales, São Paulo, Brasil"
283,1999-10-07,24,5431.56,active,2023-07-15,"Itaberá, São Paulo, Brasil"
284,1998-10-13,25,3235.82,inactive,2023-10-18,"Altair, São Paulo, Brasil"
285,1989-05-01,35,4639.04,active,2023-11-30,"Iracemápolis, São Paulo, Brasil"
286,2000-04-17,24,9894.44,inactive,2023-07-13,"São Bento do Sapucaí, São Paulo, Brasil"
287,1998-07-18,25,1590.77,active,2023-05-16,"Santos, São Paulo, Brasil"
288,1989-09-14,34,9121.69,active,2023-10-31,"Iaras, São Paulo, Brasil"
289,1986-04-03,38,5586.68,inactive,2023-11-11,"Cravinhos, São Paulo, Brasil"
290,1979-08-18,44,9354.06,inactive,2023-08-29,"Buri, São Paulo, Brasil"
291,1993-01-28,31,5169.78,inactive,2023-12-17,"Ocauçu, São Paulo, Brasil"
292,1995-05-15,29,6127.39,active,2023-03-10,"Marabá Paulista, São Paulo, Brasil"
293,1986-01-16,38,3825.07,inactive,2023-06-10,"Promissão, São Paulo, Brasil"
294,1984-06-20,39,4023.58,inactive,2023-12-30,"Porto Feliz, São Paulo, Brasil"
295,1987-02-02,37,3324.04,active,2023-05-16,"Angatuba, São Paulo, Brasil"
296,1994-08-09,29,8395.94,active,2023-12-16,"Piraju, São Paulo, Brasil"
297,1988-05-23,36,9745.01,active,2023-07-29,"Macedônia, São Paulo, Brasil"
298,2000-02-27,24,7495.15,active,2023-11-17,"Bragança Paulista, São Paulo, Brasil"
299,1995-07-09,28,4593.92,inactive,2023-03-21,"São Bernardo do Campo, São Paulo, Brasil"
300,1981-08-18,42,5271.84,active,2023-12-14,"Macedônia, São Paulo, Brasil"
301,2001-10-13,22,9828.18,inactive,2023-11-26,"Irapuru, São Paulo, Brasil"
